DATEPRD,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_CHOKE_SIZE_P,AVG_WHP_P,DP_CHOKE_SIZE,AVG_FL_PRESS,RATIO_CHOKE_PRESS,WCUT,GOR,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,WELL_TYPE
2008-07-13,15/9-F-14,24.0,21.052992708333335,1460.749047631125,1008.5857370607499,452.1633105703751,0.3095420882208628,0.2299828662764624,816.1301321060778,10914.438348,8.907602010816882,25.1592,OP
2008-07-15,15/9-F-14,24.0,27.277954375,1430.7990090297449,971.0132212904681,459.78578773927677,0.3213489699374808,0.2300979098126514,828.7849581985031,15927.094458,13.20013631459714,36.732431999999996,OP
2008-07-16,15/9-F-14,24.0,30.650552291666667,1387.41514256325,923.367200715875,464.0479418473749,0.33446942274973746,0.3003447549871046,829.6536152665732,19062.559758,15.815321619459793,57.425874,OP
2008-07-17,15/9-F-14,24.0,32.56253666666667,1357.3417761446249,889.62972721675,467.7120489278749,0.3445794251292831,0.2299994538271545,810.4323832667088,20681.365584,16.76084839945121,47.676683999999995,OP
2008-07-18,15/9-F-14,24.0,30.051586458333333,1395.595862893625,932.66731224375,462.9285506498751,0.33170673757232283,0.39589983913210164,828.7601972751959,17486.021387999997,14.491718535077172,69.50229,OP
2008-07-19,15/9-F-14,24.0,30.083934375,1394.526842184875,930.6263193780001,463.90052280687496,0.3326580089918232,0.2301512525262696,851.7166564092005,17450.295324,14.862707186710386,40.25472,OP
2008-07-20,15/9-F-14,24.0,30.117950208333333,1393.9015048046251,930.1020130512499,463.79949175337526,0.3327347665202379,0.22985300846488213,822.3032975750865,17554.894698,14.435447798748802,40.443414,OP
2008-07-21,15/9-F-14,24.0,29.830638333333333,1399.4709398316252,936.3723351483751,463.0986046832501,0.33090976847219633,0.22986666278706058,823.2242868669938,17253.550379999997,14.203541707499246,39.751536,OP
2008-07-22,15/9-F-14,24.0,29.748208541666667,1402.317818214625,939.4136974028751,462.90412081175,0.3300992933264593,0.236793703123107,824.8437374629772,17092.154112,14.098356279035274,40.56921,OP
2008-07-23,15/9-F-14,24.0,29.668405416666666,1403.0035185975,939.482542106875,463.520976490625,0.3303776293832674,0.23184066223577252,825.715271911039,17268.708798,14.259036580693122,40.128924,OP
2008-07-24,15/9-F-14,24.0,29.786135208333334,1401.90423329275,942.003453628125,459.9007796646249,0.32805434832336866,0.23113120668547013,839.9962640311826,17376.138582,14.595891492168091,40.25472,OP
2008-07-25,15/9-F-14,24.0,29.7217075,1396.538567590875,940.1339349594999,456.40463263137497,0.32681133426820025,0.2321207461075553,817.5622648931185,17382.994464,14.211680324612379,40.443414,OP
2008-07-26,15/9-F-14,24.0,29.786644583333334,1398.706384101125,941.87055349575,456.835830605375,0.32661310179045144,0.23104541723765132,824.0796289072001,17355.44514,14.30226879049047,40.191821999999995,OP
2008-07-27,15/9-F-14,24.0,29.783000208333334,1399.602483254375,942.82687363525,456.77560961912513,0.32636095968980006,0.22931257348591627,822.2443740693437,17185.872132,14.130986674012119,39.499944,OP
2008-07-28,15/9-F-14,24.0,29.806630416666668,1400.81591648675,943.7446801425,457.07123634425,0.32628929394990447,0.2293172125138583,823.4517338777365,17377.082051999998,14.309188345455093,39.94022999999999,OP
2008-07-29,15/9-F-14,24.0,28.813522708333334,1411.322031071125,954.8625227081251,456.4595083629998,0.32342689925740703,0.3291671176231298,822.5158301539676,16797.980166,13.816604601147374,55.476036,OP
2008-07-30,15/9-F-14,24.0,35.302173958333334,1297.8803115978749,833.364178021625,464.5161335762499,0.35790367526599165,0.22995541279663972,820.272390121107,22349.986625999998,18.333076948883793,51.513462,OP
2008-07-31,15/9-F-14,24.0,35.46480770833333,1302.167145374625,837.882063375625,464.2850819990001,0.35654799281963784,0.17882096254038235,822.0472558288224,22330.488245999997,18.35671658394207,40.003128,OP
2008-08-01,15/9-F-14,24.0,32.30934083333333,1369.876715510875,910.15210867025,459.72460684062514,0.3355956062580257,0.16005531511690438,823.8699490633047,19617.383016,16.16217234614726,31.448999999999998,OP
2008-08-02,15/9-F-14,24.0,30.761346458333332,1305.92407979675,868.81303948825,437.11104030850004,0.33471397539168635,0.14009535627979885,824.812469871741,19233.642318,15.864148024939215,26.983241999999997,OP
2008-08-03,15/9-F-14,24.0,32.19678416666667,1367.581531463625,917.58501609425,449.99651536937495,0.32904547554673086,0.14986633976335878,822.5467722744905,19570.335312,16.097516143215085,29.373365999999997,OP
2008-08-05,15/9-F-14,24.0,32.309306666666664,1364.90067626625,904.950178783875,459.950497482375,0.33698459197821723,0.1502892750134528,819.6084359606538,19724.120922,16.166055899579227,29.687855999999996,OP
2008-08-09,15/9-F-14,24.0,34.383814791666666,1314.6694542124999,847.37429586425,467.29515834824986,0.35544688199070107,0.14843115068113694,773.3401897563016,24033.388698,18.585985376198273,35.726063999999994,OP
2008-08-10,15/9-F-14,24.0,36.270328541666665,1273.04027881425,800.6195621515001,472.42071666275,0.3710964409569017,0.1508949006187413,778.5702193592821,26096.002811999995,20.317570633739276,39.437045999999995,OP
2008-08-11,15/9-F-14,24.0,36.24300958333333,1267.5627797495,793.698602608,473.8641771414999,0.37383882259081996,0.1496047718345376,778.4550386671225,25901.585094,20.163219425889533,38.808066,OP
2008-08-12,15/9-F-14,24.0,36.020089375,1265.8996320251251,792.1879230595,473.7117089656251,0.37420953208415425,0.15001282367686272,783.1402898485399,25956.620843999997,20.32767557125881,38.99676,OP
2008-08-13,15/9-F-14,24.0,35.574552708333336,1270.523751670875,798.0504798845,472.4732717863751,0.3718728368242011,0.19094940347305053,783.4673414690758,24789.04527,19.421407395243467,47.425092,OP
2008-08-14,15/9-F-14,24.0,34.364068958333334,1277.934105685875,807.1822355322499,470.7518701536251,0.3683694394406742,0.6249662107368763,839.9726966249407,23123.065943999998,19.422744055218008,145.420176,OP
2008-08-15,15/9-F-14,24.0,34.1652825,1288.482202728,814.6019988875,473.8802038404999,0.3677817224306175,1.0550510362402616,840.5455435734041,22662.841278,19.04915024093429,241.654116,OP
2008-08-16,15/9-F-14,24.0,35.46934229166666,1260.844096848375,790.138805044125,470.7052918042501,0.37332553087319215,0.8658848035278018,819.2518009150133,22510.691016,18.44192415469941,196.619148,OP
2008-08-17,15/9-F-14,24.0,36.303991875,1239.7557771188751,766.416495521,473.33928159787513,0.3818004241915209,0.9808328036446131,820.2558609209599,23418.120462,19.208850560708555,231.967824,OP
2008-08-18,15/9-F-14,24.0,36.16918270833333,1236.360564447125,763.908144894875,472.4524195522499,0.38213158292016614,0.33627288939150096,847.1775594347753,23059.601862,19.53557722698676,77.80482599999999,OP
2008-08-19,15/9-F-14,24.0,36.47469541666667,1223.723760058875,751.04085397325,472.68290608562506,0.38626601976158703,0.1848790906846698,846.5126807137264,23397.238326,19.8060589366402,43.336721999999995,OP
2008-08-20,15/9-F-14,24.0,36.58262625,1213.508504075375,740.14810131875,473.3604027566249,0.3900758842372504,0.18983691845427703,821.2384577417022,25364.499072,20.830302099280114,48.242765999999996,OP
2008-09-03,15/9-F-14,24.0,26.846065416666665,1411.448117439125,942.9638197235,468.4842977156251,0.3319174767582844,0.03694160455859401,774.9039132859543,13616.033244,10.551117444207247,5.03184,OP
2008-09-04,15/9-F-14,24.0,27.028180625,1413.8475505705,943.564506687,470.2830438835001,0.3326264162594735,0.039312488571951,775.7618317495771,13754.157251999997,10.669950223983248,5.409228,OP
2008-09-05,15/9-F-14,24.0,27.18870520833333,1409.2014516245,941.9766155548749,467.224836069625,0.33155290574744817,0.03630544985141659,769.9588857540114,14027.889348,10.800898051866644,5.094738,OP
2008-09-09,15/9-F-14,24.0,27.525289791666665,1411.674467367875,949.825866644375,461.8486007235,0.327163670803394,0.048817817183871653,480.2739251090321,14294.51397,6.865282331897793,6.9816780000000005,OP
2008-09-10,15/9-F-14,24.0,39.69012583333333,1192.175399483,711.7440950855,480.43130439750007,0.4029870978765745,0.12956706806605184,822.0385184022946,27537.687869999994,22.637040136879634,35.726063999999994,OP
2008-09-11,15/9-F-14,24.0,42.0148525,1116.9144751228087,632.8949668648085,484.0195082580002,0.4333541368105025,0.1694261492775022,817.3292662997281,30279.034301999996,24.747940890317956,51.387665999999996,OP
2008-09-12,15/9-F-14,24.0,42.04636333333333,1105.4575655366807,622.1506752614042,483.3068902752765,0.4372007622387923,0.16966357006334248,826.9769049537292,30125.563181999998,24.913145000238377,51.198972,OP
2008-09-13,15/9-F-14,24.0,44.17548854166667,1077.021865993125,592.8251424505,484.1967235426249,0.44957000301581224,0.13057424281132024,821.7183001137826,30981.164675999997,25.457789973107886,40.506312,OP
2008-09-14,15/9-F-14,24.0,44.795846875,1054.66659400925,570.45187668975,484.2147173195001,0.45911638812678013,0.14966024710033274,819.9610583668516,31221.435035999995,25.600360915850455,46.796112,OP
